-40	256	-26
-38	240	-36
-44	242	-26
-44	244	-30
-42	246	-32
-36	240	-30
-38	242	-28
-40	242	-34
-40	248	-28
-40	248	-28
-42	240	-36
-40	246	-28
-46	242	-24
-36	238	-32
-42	244	-26
-40	246	-30
-40	240	-26
-38	244	-28
-46	244	-26
-36	244	-26
-44	240	-26
-40	242	-30
-44	244	-28
-46	248	-30
-42	240	-24
-44	242	-22
-42	238	-30
-42	242	-26
-42	244	-28
-48	244	-30
-42	240	-22
-46	246	-30
-42	244	-28
-46	246	-28
-40	240	-24
-40	246	-26
-42	240	-28
-46	244	-22
-46	240	-20
-46	242	-28
-40	244	-30
-48	248	-24
-46	246	-26
-44	244	-30
-44	242	-26
-46	240	-26
-40	242	-32
-48	246	-30
-50	238	-26
-48	240	-28
-50	242	-32
-44	244	-26
-46	242	-26
-44	244	-30
-48	240	-26
-50	244	-28
-50	240	-28
-46	242	-28
-48	240	-22
-46	246	-22
-48	244	-28
-40	242	-24
-50	242	-28
-50	246	-24
-50	248	-18
-50	246	-30
-48	246	-24
-48	240	-26
-46	242	-22
-48	244	-24
-44	242	-24
-46	246	-30
-48	244	-26
-48	240	-30
-48	248	-24
-48	242	-32
-48	244	-20
-48	240	-30
-48	248	-26
-48	246	-26
-48	246	-26
-52	248	-26
-52	254	-32
-42	246	-26
-52	246	-30
-50	246	-32
-48	250	-28
-46	246	-26
-48	246	-28
-52	248	-26
-46	248	-28
-46	248	-28
-48	248	-30
-50	248	-26
-46	246	-30
-40	242	-22
-42	242	-28
-46	244	-24
-42	244	-24
-44	246	-32
-44	246	-20
-44	246	-20
-50	248	-22
-48	246	-24
-50	248	-28
-48	246	-26
-44	244	-32
-48	246	-32
-46	244	-32
-48	242	-32
-44	242	-30
-50	244	-26
-42	246	-26
-48	246	-24
-50	238	-24
-44	242	-22
-46	244	-26
-48	246	-26
-46	244	-28
-50	244	-24
-54	250	-26
-48	242	-28
-44	242	-28
-46	240	-28
-46	244	-24
-48	244	-32
-42	244	-28
-48	240	-30
-46	242	-30
-46	242	-32
-46	244	-22
-46	242	-34
-46	242	-30
-44	244	-28
-46	248	-30
-46	244	-24
-52	242	-30
-52	242	-30
-50	246	-34
-50	244	-30
-50	246	-24
-50	242	-28
-48	240	-30
-48	246	-32
-44	246	-24
-46	242	-30
-44	242	-28
-48	244	-26
-44	240	-26
-46	238	-28
-42	244	-22
-44	242	-30
-46	244	-28
-42	242	-32
-44	246	-20
-50	240	-26
-46	246	-22
-44	238	-26
-42	242	-28
-44	244	-26
-42	240	-24
-48	242	-34
-42	238	-28
-48	248	-26
-44	240	-20
-36	242	-32
-38	242	-30
-40	248	-30
-46	248	-30
-44	242	-28
-40	244	-22
-40	240	-22
-44	240	-26
-40	240	-28
-44	244	-22
-40	242	-28
-42	242	-26
-42	242	-26
-44	244	-32
-48	252	-32
-48	242	-26
-40	246	-30
-40	236	-22
-40	242	-30
-36	238	-28
-40	242	-26
-40	240	-28
-42	246	-28
-40	242	-28
-36	244	-32
-38	240	-30
-42	248	-26
-42	244	-24
-40	244	-30
-36	246	-36
-40	244	-26
-40	244	-26
-46	250	-22
-40	244	-28
-44	246	-34
-40	240	-26
-38	240	-26
-44	242	-30
-40	244	-24
-40	240	-24
-36	244	-32
-40	246	-26
-42	240	-26
-40	242	-30
-40	242	-28
-40	242	-30
-42	244	-28
-38	242	-32
-38	242	-28
-40	238	-32
-36	240	-28
-42	242	-28
-40	238	-28
-42	242	-26
-40	240	-30
-38	244	-28
-44	242	-28
-40	244	-34
-40	240	-28
-40	244	-30
-42	240	-26
-40	244	-28
-42	242	-30
-40	240	-28
-42	242	-30
-38	242	-32
-44	242	-32
-42	242	-34
-46	254	-30
-42	244	-26
-44	244	-32
-42	246	-30
-44	244	-32
-42	244	-28
-42	242	-30
-40	244	-26
-44	244	-32
-38	240	-32
-42	240	-26
-42	242	-34
-40	246	-30
-40	240	-28
-44	242	-22
-40	246	-26
-46	246	-30
-38	242	-30
-40	240	-26
-42	244	-30
-42	242	-28
-44	246	-30
-42	242	-20
-40	244	-30
-44	242	-30
-40	240	-28
-50	244	-20
-44	244	-26
-42	238	-22
-46	246	-26
-38	244	-24
-38	242	-18
-38	246	-28
-38	248	-26
-42	246	-20
-42	242	-22
-42	238	-24
-46	244	-24
-46	242	-20
-48	240	-28
-40	236	-24
-42	242	-24
-42	240	-26
-48	242	-22
-48	244	-24
-42	240	-24
-46	238	-26
-48	242	-26
-40	238	-26
-48	244	-20
-48	244	-18
-46	238	-20
-50	246	-34
-50	240	-28
-46	242	-24
-38	238	-24
-44	240	-26
-46	242	-28
-44	240	-24
-42	236	-30
-50	246	-30
-50	248	-30
-42	244	-20
-40	242	-24
-48	246	-20
-48	244	-30
-46	248	-26
-44	240	-20
-48	244	-24
-42	246	-22
-46	242	-24
-52	244	-34
-38	240	-26
-48	242	-34
-52	244	-18
-50	244	-24
-46	242	-26
-46	244	-30
-46	244	-22
-44	246	-26
-48	246	-30
-48	244	-26
-48	252	-26
-48	240	-22
-56	246	-24
-48	246	-30
-52	246	-26
-48	248	-26
-50	248	-30
-58	248	-26
-50	252	-26
-54	248	-26
-50	246	-28
-44	242	-28
-42	248	-26
-52	244	-24
-44	238	-28
-54	252	-22
-48	244	-26
-44	246	-24
-48	244	-28
-54	248	-28
-50	248	-26
-48	248	-20
-46	246	-26
-46	244	-24
-46	244	-26
-46	246	-22
-42	242	-20
-50	246	-28
-52	244	-32
-50	242	-26
-44	240	-28
-56	246	-30
-36	240	-24
-48	244	-28
-42	242	-20
-54	242	-30
-46	250	-26
-58	244	-26
-44	244	-24
-48	240	-26
-50	248	-24
-52	250	-20
-48	242	-20
-50	246	-30
-48	244	-20
-44	236	-24
-44	242	-22
-50	240	-22
-46	240	-28
-48	248	-22
-44	234	-22
-44	240	-20
-50	240	-20
-50	246	-20
-50	246	-24
-52	246	-24
-50	246	-22
-52	248	-28
-50	246	-28
-50	248	-30
-46	242	-22
-54	246	-20
-46	244	-30
-48	246	-26
-44	250	-24
-42	240	-28
-48	240	-22
-46	242	-22
-50	248	-28
-48	250	-22
-50	248	-24
-50	248	-28
-52	246	-24
-46	240	-28
-46	240	-24
-54	250	-28
-44	240	-26
-44	236	-28
-58	246	-24
-48	244	-26
-48	246	-26
-50	244	-34
-54	248	-28
-48	244	-22
-48	246	-26
-50	248	-26
-48	246	-26
-48	250	-32
-48	248	-30
-50	246	-22
-50	248	-26
-52	248	-28
-56	248	-34
-52	248	-28
-52	246	-24
-50	248	-22
-48	244	-28
-50	248	-28
-58	254	-24
-54	250	-30
-50	252	-32
-50	244	-22
-48	254	-30
-52	250	-26
-52	248	-28
-48	248	-28
-50	244	-30
-52	248	-28
-54	248	-30
-52	246	-30
-50	244	-30
-60	252	-28
-46	242	-24
-50	248	-30
-48	250	-34
-54	248	-28
-50	248	-28
-52	246	-26
-50	248	-26
-52	252	-30
-56	246	-22
-54	246	-18
-50	246	-26
-50	248	-26
-42	244	-26
-52	250	-20
-46	250	-28
-48	244	-22
-46	248	-28
-52	248	-30
-50	246	-26
-50	248	-24
-44	244	-30
-50	242	-28
-52	250	-24
-54	252	-30
-54	248	-32
-44	248	-30
-48	242	-30
-48	248	-28
-50	244	-24
-44	248	-28
-50	246	-30
-50	246	-30
-50	248	-26
-44	242	-22
-44	246	-30
-52	244	-32
-46	244	-24
-56	248	-24
-46	248	-24
-44	242	-32
-54	248	-30
-54	248	-30
-48	242	-36
-46	246	-26
-44	242	-28
-48	248	-26
-44	242	-24
-50	248	-34
-48	246	-26
-48	250	-32
-48	240	-28
-48	248	-20
-50	246	-38
-46	250	-26
-48	248	-32
-46	242	-24
-52	246	-28
-52	248	-30
-44	242	-30
-46	242	-26
-54	244	-30
-50	242	-26
-52	246	-28
-46	248	-22
-48	246	-32
-48	246	-32
-46	244	-28
-48	246	-22
-46	246	-26
-48	244	-22
-46	246	-34
-48	246	-30
-48	242	-24
-50	240	-28
-44	244	-26
-48	244	-28
-50	244	-32
-50	244	-22
-46	240	-20
-52	246	-24
-52	246	-30
-40	244	-38
-44	242	-30
-50	242	-28
-48	244	-30
-44	250	-30
-52	250	-28
-48	244	-28
-52	246	-26
-36	238	-28
-52	248	-28
-48	246	-28
-50	250	-26
-52	248	-26
-46	242	-32
-48	246	-24
-48	242	-28
-52	246	-32
-46	240	-26
-46	250	-32
-50	240	-30
-52	248	-26
-44	248	-26
-50	244	-26
-44	244	-32
-44	244	-28
-36	238	-24
-42	238	-20
-44	248	-22
-40	242	-28
-42	242	-32
-48	242	-28
-48	252	-30
-44	244	-32
-44	240	-34
-42	240	-30
-46	248	-32
-44	242	-32
-50	246	-28
-38	240	-32
-46	242	-32
-44	244	-24
-46	246	-32
-56	248	-26
-40	236	-32
-42	244	-32
-42	244	-30
-38	242	-30
-40	242	-28
-40	242	-30
-44	250	-28
-42	246	-28
-42	244	-24
-42	248	-28
-40	244	-30
-44	246	-28
-42	248	-32
-40	244	-28
-46	244	-30
-46	248	-24
-40	242	-30
-34	244	-32
-40	250	-32
-38	240	-24
-46	246	-28
-42	240	-28
-44	242	-26
-40	246	-20
-40	244	-26
-44	244	-26
-42	240	-30
-44	250	-26
-46	248	-32
-44	244	-28
-42	240	-26
-44	242	-32
-42	248	-32
-46	248	-24
-44	242	-26
-42	248	-24
-48	252	-22
-46	244	-24
-48	246	-24
-40	246	-28
-44	244	-32
-44	242	-22
-42	244	-30
-46	248	-22
-38	242	-22
-46	246	-26
-44	246	-26
-44	240	-28
-48	248	-26
-50	248	-20
-40	240	-22
-46	246	-20
-46	240	-26
-48	242	-28
-46	242	-28
-44	248	-26
-46	244	-24
-48	240	-28
-48	244	-26
-50	246	-18
-46	242	-22
-50	246	-28
-44	248	-26
-46	242	-26
-46	246	-24
-50	250	-26
-48	244	-24
-44	242	-26
-52	248	-30
-60	248	-26
-50	246	-26
-44	244	-26
-44	240	-32
-46	246	-22
-48	246	-30
-50	240	-28
-50	240	-28
-46	246	-24
-46	242	-32
-42	240	-24
-48	244	-26
-50	248	-32
-52	246	-22
-48	246	-20
-46	248	-26
-48	246	-30
-38	234	-30
-52	248	-26
-46	246	-24
-44	240	-28
-50	242	-30
-52	246	-24
-48	246	-32
-42	242	-26
-46	238	-26
-48	246	-26
-50	242	-34
-48	242	-34
-52	248	-26
-54	248	-26
-52	244	-28
-48	240	-24
-48	246	-24
-46	246	-28
-40	248	-30
-48	248	-26
-50	242	-30
-44	244	-32
-46	244	-24
-52	244	-34
-52	242	-20
-56	250	-30
-52	244	-24
-50	244	-28
-50	246	-30
-46	244	-32
-52	242	-34
-48	248	-28
-54	246	-34
-46	240	-24
-48	244	-24
-56	244	-34
-56	246	-32
-52	246	-32
-48	244	-26
-54	248	-34
-46	248	-30
-50	242	-28
-54	248	-28
-46	240	-32
-54	248	-30
-50	242	-32
-50	246	-34
-40	236	-28
-50	248	-28
-44	242	-26
-56	246	-36
-52	248	-30
-56	250	-26
-52	246	-28
-44	240	-26
-48	248	-28
-52	240	-22
-52	240	-32
-54	246	-34
-50	246	-26
-44	242	-32
-50	246	-32
-50	242	-24
-46	244	-26
-46	244	-26
-48	240	-32
-50	244	-32
-48	246	-26
-54	246	-28
-56	244	-32
-48	248	-30
-50	244	-28
-52	246	-26
-50	246	-24
-48	244	-24
-52	244	-28
-54	248	-26
-50	242	-26
-50	248	-28
-54	246	-28
-50	246	-24
-52	248	-22
-50	238	-24
-48	240	-20
-50	240	-24
-44	240	-26
-50	246	-24
-48	244	-38
-46	238	-30
-54	244	-26
-54	240	-24
-54	244	-34
-50	244	-26
-46	244	-30
-50	244	-24
-52	248	-32
-52	242	-26
-48	244	-30
-52	248	-30
-48	246	-20
-52	242	-26
-54	248	-28
-56	242	-28
-52	244	-24
-56	248	-36
-50	250	-26
-58	250	-30
-50	240	-26
-54	250	-32
-52	246	-30
-46	240	-28
-54	248	-24
-42	242	-26
-52	246	-28
-58	248	-28
-54	248	-28
-54	246	-20
-52	242	-26
-48	248	-30
-52	244	-28
-46	246	-26
-48	246	-36
-48	248	-26
-46	248	-26
-46	246	-22
-48	240	-30
-52	248	-24
-44	246	-30
-48	242	-28
-52	246	-26
-52	250	-26
-46	246	-34
-46	244	-28
-50	246	-26
-56	250	-28
-48	242	-26
-50	244	-30
-50	240	-32
-50	244	-28
-58	248	-30
-52	248	-28
-46	250	-30
-52	254	-28
-50	246	-32
-50	246	-32
-56	248	-34
-44	244	-26
-54	244	-26
-50	240	-26
-42	240	-30
-52	246	-28
-44	252	-26
-46	242	-28
-50	248	-30
-52	240	-34
-52	250	-28
-50	246	-28
-46	246	-26
-46	252	-30
-46	248	-30
-44	242	-26
-46	246	-24
-58	242	-30
-54	248	-28
-44	248	-32
-42	252	-36
-42	246	-34
-44	246	-26
-50	250	-26
-48	250	-28
-44	244	-26
-50	248	-30
-46	248	-22
-44	242	-26
-46	248	-30
-44	248	-24
-52	246	-30
-50	246	-34
-40	240	-28
-42	246	-28
-46	252	-24
-50	248	-24
-48	246	-20
-42	248	-28
-52	250	-20
-42	238	-30
-52	250	-28
-42	240	-30
-44	246	-18
-48	248	-22
-44	242	-28
-48	242	-30
-38	234	-28
-40	242	-26
-42	246	-22
-44	244	-34
-48	250	-26
-44	244	-28
-44	244	-34
-46	248	-32
-50	248	-28
-44	240	-22
-48	246	-26
-42	240	-26
-42	240	-26
-44	246	-34
-52	250	-26
-48	248	-32
-50	248	-32
-46	248	-26
-46	244	-26
-46	244	-26
-44	244	-26
-44	244	-24
-52	244	-24
-46	244	-22
-44	242	-28
-42	240	-22
-40	234	-28
-38	242	-32
-48	244	-30
-44	244	-28
-40	236	-34
-50	248	-24
-40	238	-22
-36	240	-32
-48	244	-24
-50	248	-30
-44	242	-24
-44	242	-24
-42	242	-26
-52	248	-30
-38	244	-26
-44	242	-24
-44	244	-24
-46	244	-26
-50	244	-28
-50	248	-30
-50	244	-26
-46	246	-26
-48	250	-30
-40	244	-26
-50	250	-26
-52	244	-24
-52	242	-30
-50	242	-24
-40	242	-24
-48	246	-24
-46	238	-28
-48	246	-24
-48	242	-28
-48	242	-28
-40	240	-28
-56	248	-28
-42	244	-28
-50	248	-28
-48	240	-22
-36	238	-26
-50	242	-28
-46	244	-26
-46	238	-26
-48	248	-30
-48	248	-22
-48	236	-28
-50	248	-20
-44	244	-26
-48	242	-26
-48	248	-22
-42	242	-28
-42	244	-20
-44	242	-30
-48	248	-28
-50	246	-26
-48	244	-28
-54	246	-28
-46	240	-28
-46	246	-20
-50	250	-30
-50	248	-26
-42	240	-28
-42	244	-28
-46	246	-32
-50	248	-32
-46	248	-30
-50	246	-28
-46	246	-30
-48	246	-26
-44	246	-28
-46	242	-30
-34	248	-18
-42	248	-26
-44	242	-26
-38	240	-28
-42	250	-22
-40	248	-30
-46	250	-30
-42	244	-34
-42	246	-30
-42	244	-32
-42	242	-26
-46	252	-32
-42	246	-30
-48	250	-32
-44	248	-30
-44	250	-26
-44	252	-26
-40	250	-26
-46	248	-26
-40	248	-30
-52	252	-28
-50	246	-22
-46	254	-24
-46	250	-28
-48	252	-28
-44	250	-28
-48	252	-22
-42	250	-26
-42	244	-24
-46	252	-24
-46	256	-24
-40	248	-20
-44	256	-26
-46	248	-26
-44	250	-28
-42	238	-20
-40	246	-30
-44	244	-24
-44	248	-26
-44	244	-24
-44	248	-28
-44	248	-28
-42	240	-22
-46	242	-28
-44	244	-32
-46	248	-28
-36	240	-26
-40	242	-24
-44	248	-24
-42	242	-24
-44	246	-28
-32	236	-30
-40	240	-26
-40	244	-26
-38	242	-26
-38	242	-20
-46	244	-30
-40	246	-26
-48	250	-30
-44	242	-26
-46	246	-28
-44	248	-26
-48	248	-32
-40	244	-30
-40	242	-26
-44	248	-28
-48	244	-16
-48	250	-24
-40	244	-26
-44	248	-14
-44	242	-26
-42	248	-26
-42	246	-20
-36	246	-26
-46	252	-24
-48	248	-24
-40	246	-24
-44	248	-20
-40	246	-30
-42	244	-22
-44	246	-22
-46	250	-24
-46	250	-24
-38	242	0
-32	246	-22
-46	244	-28
-42	246	-26
-44	242	-30
-40	242	-28
-38	244	-28
-46	246	-24
-40	244	-30
-46	248	-30
-50	244	-28
-46	248	-26
-44	248	-22
-40	244	-20
-44	248	-28
-42	250	-28
-46	254	-28
-42	240	-28
-42	240	-24
-40	242	-24
-46	246	-22
-42	248	-24
-44	244	-24
-44	248	-20
-42	240	-18
-42	248	-24
-40	252	-24
-42	248	-26
-46	246	-26
-44	248	-28
-38	236	-30
-44	240	-28
-42	242	-22
-36	242	-26
-40	242	-30
-44	246	-26
-46	246	-32
-52	246	-26
-36	240	-22
-46	246	-28
-46	248	-20
-40	242	-30
-42	246	-24
-42	244	-24
-50	248	-30
-44	246	-26
-44	246	-24
-46	240	-22
-42	244	-26
-44	244	-32
-42	244	-26
-44	250	-32
-40	244	-24
-42	240	-30
-44	240	-18
-44	244	-26
-44	242	-22
-44	244	-22
-46	250	-28
-42	242	-24
-46	240	-26
-44	244	-28
-48	244	-26
-40	242	-26
-46	240	-30
-42	244	-26
-46	242	-24
-44	248	-30
-46	240	-24
-42	240	-30
-48	242	-30
-44	246	-24
-48	248	-30
-48	248	-26
-44	242	-26
-48	246	-30
-50	242	-26
-48	244	-30
-48	244	-26
-48	242	-26
-44	244	-24
-52	246	-30
-50	244	-28
-52	246	-30
-50	248	-28
-52	248	-26
-50	248	-22
-52	248	-32
-42	240	-26
-48	246	-28
-56	250	-26
-50	244	-26
-50	246	-26
-50	248	-26
-52	250	-22
-48	242	-28
-48	244	-30
-46	248	-28
-48	246	-30
-50	250	-32
-46	244	-26
-58	250	-32
-52	246	-26
-52	248	-28
-52	244	-32
-52	246	-24
-50	246	-26
-48	244	-26
-44	248	-26
-44	244	-32
-46	242	-32
-50	242	-30
-46	244	-26
-50	240	-24
-54	248	-32
-48	244	-28
-46	244	-24
-50	248	-28
-50	250	-28
-52	244	-20
-52	246	-28
-48	244	-26
-48	246	-24
-48	244	-32
-46	244	-26
-56	248	-30
-50	246	-26
-52	246	-28
-46	246	-28
-52	244	-26
-46	246	-28
-50	240	-32
-42	244	-28
-50	250	-32
-48	246	-28
-56	242	-28
-50	248	-26
-46	248	-24
-44	246	-32
-54	244	-32
-54	244	-32
-52	246	-22
-46	240	-32
-38	242	-24
-40	240	-24
-48	246	-26
-52	240	-32
-46	246	-32
-50	242	-26
-50	248	-30
-50	252	-32
-48	244	-32
-48	238	-22
-52	246	-32
-48	234	-28
-48	240	-32
-50	244	-34
-44	240	-24
-48	240	-30
-52	240	-24
-44	246	-26
-50	244	-26
-54	244	-26
-48	238	-30
-50	242	-30
-54	248	-32
-44	240	-26
-48	238	-30
-42	238	-30
-50	236	-26
-46	240	-26
-52	242	-26
-46	238	-26
-48	240	-28
-48	240	-28
-46	238	-32
-48	240	-26
-60	250	-30
-48	244	-24
-46	240	-32
-52	244	-30
-50	242	-30
-46	242	-28
-46	242	-28
-48	242	-26
-50	244	-32
-46	240	-26
-48	244	-30
-44	240	-28
-46	246	-24
-52	246	-24
-48	244	-32
-52	246	-24
-48	240	-28
-52	244	-24
-50	238	-32
-50	244	-32
-52	244	-30
-48	242	-26
-50	244	-32
-48	244	-30
-50	242	-32
-46	240	-30
-50	240	-28
-48	240	-26
-52	246	-32
-48	242	-32
-48	238	-32
-46	240	-26
-46	242	-28
-50	240	-24
-48	240	-28
-58	244	-26
-58	254	-28
-52	240	-28
-54	246	-32
-56	246	-32
-54	244	-22
-50	244	-30
-52	246	-24
-54	244	-28
-60	246	-30
-56	244	-22
-56	248	-26
-54	248	-22
-48	244	-28
-56	246	-24
-50	242	-28
-56	246	-28
-46	240	-26
-54	248	-24
-52	248	-28
-52	246	-26
-56	246	-30
-54	242	-28
-54	244	-26
-58	244	-24
-54	242	-24
-50	244	-26
-50	238	-28
-54	250	-22
-52	240	-24
-54	244	-32
-56	248	-26
-54	248	-28
-52	242	-24
-58	248	-30
-54	248	-30
-58	248	-26
-58	248	-20
-54	242	-24
-52	242	-22
-58	244	-26
-52	248	-24
-56	250	-30
-52	246	-22
-50	246	-28
-50	246	-28
-50	240	-28
-50	250	-20
-50	240	-32
-58	250	-30
-56	242	-30
-48	244	-28
-46	246	-26
-52	248	-16
-54	252	-28
-50	242	-28
-56	250	-26
-48	248	-26
-60	254	-26
-50	246	-20
-54	246	-22
-54	252	-32
-56	246	-28
-56	246	-28
-54	252	-24
-50	246	-26
-48	246	-22
-48	244	-26
-46	244	-24
-54	248	-22
-50	240	-24
-52	246	-20
-48	248	-18
-50	250	-26
-48	248	-28
-52	248	-22
-50	242	-22
-48	248	-26
-54	246	-20
-50	250	-24
-48	244	-28
-48	246	-26
-52	250	-26
-44	240	-22
-54	248	-26
-52	252	-24
-44	248	-26
-50	242	-20
-52	250	-24
-52	244	-28
-48	248	-24
-46	248	-18
-52	242	-20
-48	244	-24
-52	246	-30
-52	242	-26
-50	248	-28
-48	244	-20
-44	246	-28
-52	248	-26
-36	246	-22
-46	244	-28
-46	248	-26
-42	240	-28
-50	244	-26
-50	248	-22
-46	238	-26
-46	248	-26
-44	248	-30
-44	240	-24
-48	238	-28
-48	246	-22
-42	246	-26
-46	246	-36
-44	244	-26
-46	246	-24
-48	242	-26
-50	252	-26
-48	244	-28
-48	242	-26
-50	244	-28
-52	254	-32
-48	250	-32
-52	250	-26
-48	244	-24
-46	240	-26
-40	244	-28
-48	246	-24
-42	244	-22
-48	246	-24
-48	246	-30
-56	248	-26
-48	248	-32
-50	240	-26
-48	246	-22
-48	246	-28
-44	246	-28
-52	244	-22
-40	238	-24
-48	250	-20
-46	248	-22
-50	250	-28
-48	246	-20
-50	246	-26
-44	246	-26
-38	240	-28
-40	240	-34
-48	252	-34
-52	244	-30
-42	250	-30
-42	244	-22
-48	246	-28
-44	248	-24
-46	252	-34
-42	242	-30
-48	246	-22
-44	244	-34
-46	248	-28
-46	244	-28
-44	246	-24
-48	250	-28
-52	252	-28
-42	248	-28
-48	252	-28
-50	254	-26
-46	252	-24
-44	248	-30
-42	250	-32
-46	248	-32
-42	248	-24
-48	250	-36
-42	246	-30
-44	248	-30
-48	250	-28
-48	252	-30
-46	248	-26
-50	256	-34
-46	250	-30
-40	246	-28
-40	248	-24
-42	248	-36
-44	252	-30
-44	242	-30
-44	254	-28
-46	244	-32
-48	246	-30
-40	244	-30
-40	244	-30
-44	242	-16
-38	244	-20
-36	250	-24
-44	244	-26
-40	240	-32
-40	240	-24
-48	244	-30
-46	246	-32
-42	242	-32
-44	244	-24
-40	244	-24
-40	242	-26
-44	244	-32
-40	238	-28
-48	244	-26
-46	232	-34
-40	238	-24
-40	240	-24
-40	244	-28
-46	240	-30
-44	240	-30
-44	238	-28
-44	246	-36
-40	240	-24
-44	246	-28
-44	240	-32
-46	244	-26
-40	240	-24
-42	242	-30
-40	236	-22
-40	238	-28
-44	246	-34
-42	240	-28
-40	240	-30
-40	240	-30
-34	240	-16
